date,culture,mois,prix_fcfa_kg,demande_estimee_kg
2024-12-29,Soja,12,393,898
2024-12-29,Coton,12,483,1084
2024-12-29,Cacao,12,1490,1073
2024-12-29,Café,12,1372,828
2024-12-30,Maïs,12,200,752
2024-12-30,Riz,12,449,940
2024-12-30,Sorgho,12,275,932
2024-12-30,Igname,12,297,942
2024-12-30,Manioc,12,152,1052
2024-12-30,Soja,12,360,844
2024-12-30,Coton,12,523,890
2024-12-30,Cacao,12,1549,969
2024-12-30,Café,12,1237,845
2024-12-31,Maïs,12,194,1072
2024-12-31,Riz,12,409,1138
2024-12-31,Sorgho,12,256,915
2024-12-31,Igname,12,306,848
2024-12-31,Manioc,12,159,836
2024-12-31,Soja,12,369,872
2024-12-31,Coton,12,500,984
2024-12-31,Cacao,12,1585,935
2024-12-31,Café,12,1226,1135
2025-01-01,Maïs,1,207,841
2025-01-01,Riz,1,463,859
2025-01-01,Sorgho,1,285,765
2025-01-01,Igname,1,404,756
2025-01-01,Manioc,1,163,1060
2025-01-01,Soja,1,337,1016
2025-01-01,Coton,1,587,763
2025-01-01,Cacao,1,1798,788
2025-01-01,Café,1,1258,865
2025-01-02,Maïs,1,240,847
2025-01-02,Riz,1,413,851
2025-01-02,Sorgho,1,276,894
2025-01-02,Igname,1,332,1081
2025-01-02,Manioc,1,167,927
2025-01-02,Soja,1,387,925
2025-01-02,Coton,1,541,879
2025-01-02,Cacao,1,1830,812
2025-01-02,Café,1,1359,900
2025-01-03,Maïs,1,218,780
2025-01-03,Riz,1,484,898
2025-01-03,Sorgho,1,267,723
2025-01-03,Igname,1,344,887
2025-01-03,Manioc,1,177,848
2025-01-03,Soja,1,407,892
2025-01-03,Coton,1,546,1063
2025-01-03,Cacao,1,1641,902
2025-01-03,Café,1,1224,1063
2025-01-04,Maïs,1,219,940
2025-01-04,Riz,1,457,792
2025-01-04,Sorgho,1,273,867
2025-01-04,Igname,1,331,1014
2025-01-04,Manioc,1,159,1143
2025-01-04,Soja,1,401,834
2025-01-04,Coton,1,578,835
2025-01-04,Cacao,1,1597,855
2025-01-04,Café,1,1427,841
2025-01-05,Maïs,1,214,838
2025-01-05,Riz,1,442,917
2025-01-05,Sorgho,1,260,1043
2025-01-05,Igname,1,331,911
2025-01-05,Manioc,1,182,743
2025-01-05,Soja,1,384,955
2025-01-05,Coton,1,600,884
2025-01-05,Cacao,1,1734,865
2025-01-05,Café,1,1302,919
2025-01-06,Maïs,1,232,722
2025-01-06,Riz,1,452,988
2025-01-06,Sorgho,1,294,991
2025-01-06,Igname,1,343,911
2025-01-06,Manioc,1,157,1012
2025-01-06,Soja,1,378,899
2025-01-06,Coton,1,578,697
2025-01-06,Cacao,1,1542,1093
2025-01-06,Café,1,1332,964
2025-01-07,Maïs,1,218,1058
2025-01-07,Riz,1,435,1039
2025-01-07,Sorgho,1,266,1068
2025-01-07,Igname,1,348,1001
2025-01-07,Manioc,1,165,808
2025-01-07,Soja,1,407,934
2025-01-07,Coton,1,548,830
2025-01-07,Cacao,1,1816,785
2025-01-07,Café,1,1410,890
2025-01-08,Maïs,1,232,883
2025-01-08,Riz,1,453,914
2025-01-08,Sorgho,1,298,1043
2025-01-08,Igname,1,342,835
2025-01-08,Manioc,1,182,849
2025-01-08,Soja,1,389,1059
2025-01-08,Coton,1,611,966
2025-01-08,Cacao,1,1594,932
2025-01-08,Café,1,1370,880
2025-01-09,Maïs,1,227,755
2025-01-09,Riz,1,415,1044
2025-01-09,Sorgho,1,281,875
2025-01-09,Igname,1,312,1043
2025-01-09,Manioc,1,177,977
2025-01-09,Soja,1,436,740
2025-01-09,Coton,1,559,953
2025-01-09,Cacao,1,1689,863
2025-01-09,Café,1,1369,650
2025-01-10,Maïs,1,221,978
2025-01-10,Riz,1,456,928
2025-01-10,Sorgho,1,302,767
2025-01-10,Igname,1,338,828
2025-01-10,Manioc,1,176,815
2025-01-10,Soja,1,386,887
2025-01-10,Coton,1,558,722
2025-01-10,Cacao,1,1687,965
2025-01-10,Café,1,1272,942
2025-01-11,Maïs,1,225,980
2025-01-11,Riz,1,445,1063
2025-01-11,Sorgho,1,263,913
2025-01-11,Igname,1,348,662
2025-01-11,Manioc,1,172,769
2025-01-11,Soja,1,420,903
2025-01-11,Coton,1,553,1007
2025-01-11,Cacao,1,1714,753
2025-01-11,Café,1,1395,813
2025-01-12,Maïs,1,229,963
2025-01-12,Riz,1,471,1001
2025-01-12,Sorgho,1,282,848
2025-01-12,Igname,1,344,819
2025-01-12,Manioc,1,167,729
2025-01-12,Soja,1,419,827
2025-01-12,Coton,1,626,859
2025-01-12,Cacao,1,1632,991
2025-01-12,Café,1,1239,952
2025-01-13,Maïs,1,233,830
2025-01-13,Riz,1,424,919
2025-01-13,Sorgho,1,289,922
2025-01-13,Igname,1,343,732
2025-01-13,Manioc,1,167,969
2025-01-13,Soja,1,412,963
2025-01-13,Coton,1,549,903
2025-01-13,Cacao,1,1620,922
2025-01-13,Café,1,1370,855
2025-01-14,Maïs,1,234,765
2025-01-14,Riz,1,451,891
2025-01-14,Sorgho,1,276,1032
2025-01-14,Igname,1,333,955
2025-01-14,Manioc,1,159,788
2025-01-14,Soja,1,401,850
2025-01-14,Coton,1,598,851
2025-01-14,Cacao,1,1760,794
2025-01-14,Café,1,1264,691
2025-01-15,Maïs,1,235,855
2025-01-15,Riz,1,450,1130
2025-01-15,Sorgho,1,276,888
2025-01-15,Igname,1,317,901
2025-01-15,Manioc,1,158,924
2025-01-15,Soja,1,385,1049
2025-01-15,Coton,1,518,813
2025-01-15,Cacao,1,1630,869
2025-01-15,Café,1,1393,854
2025-01-16,Maïs,1,220,999
2025-01-16,Riz,1,498,830
2025-01-16,Sorgho,1,287,850
2025-01-16,Igname,1,331,1031
2025-01-16,Manioc,1,175,813
2025-01-16,Soja,1,380,831
2025-01-16,Coton,1,584,960
2025-01-16,Cacao,1,1671,1026
2025-01-16,Café,1,1440,882
2025-01-17,Maïs,1,286,677
2025-01-17,Riz,1,433,1009
2025-01-17,Sorgho,1,285,769
2025-01-17,Igname,1,343,1046
2025-01-17,Manioc,1,119,1224
2025-01-17,Soja,1,392,883
2025-01-17,Coton,1,574,762
2025-01-17,Cacao,1,1656,1027
2025-01-17,Café,1,1339,864
2025-01-18,Maïs,1,212,1147
2025-01-18,Riz,1,445,701
2025-01-18,Sorgho,1,283,703
2025-01-18,Igname,1,336,826
2025-01-18,Manioc,1,182,743
2025-01-18,Soja,1,394,921
2025-01-18,Coton,1,560,981
2025-01-18,Cacao,1,1550,933
2025-01-18,Café,1,1234,897
2025-01-19,Maïs,1,236,753
2025-01-19,Riz,1,480,877
2025-01-19,Sorgho,1,275,857
2025-01-19,Igname,1,346,807
2025-01-19,Manioc,1,171,836
2025-01-19,Soja,1,399,1057
2025-01-19,Coton,1,611,725
2025-01-19,Cacao,1,1716,772
2025-01-19,Café,1,1315,1004
2025-01-20,Maïs,1,223,841
2025-01-20,Riz,1,422,901
2025-01-20,Sorgho,1,300,1136
2025-01-20,Igname,1,334,800
2025-01-20,Manioc,1,172,747
2025-01-20,Soja,1,396,901
2025-01-20,Coton,1,567,1013
2025-01-20,Cacao,1,1576,952
2025-01-20,Café,1,1315,860
2025-01-21,Maïs,1,229,921
2025-01-21,Riz,1,432,834
2025-01-21,Sorgho,1,279,983
2025-01-21,Igname,1,318,885
2025-01-21,Manioc,1,159,1030
2025-01-21,Soja,1,393,783
2025-01-21,Coton,1,606,706
2025-01-21,Cacao,1,1660,948
2025-01-21,Café,1,1197,945
2025-01-22,Maïs,1,235,1063
2025-01-22,Riz,1,420,906
2025-01-22,Sorgho,1,263,865
2025-01-22,Igname,1,333,917
2025-01-22,Manioc,1,149,806
2025-01-22,Soja,1,411,878
2025-01-22,Coton,1,554,999
2025-01-22,Cacao,1,1703,888
2025-01-22,Café,1,1420,817
2025-01-23,Maïs,1,217,1001
2025-01-23,Riz,1,467,935
2025-01-23,Sorgho,1,267,1001
2025-01-23,Igname,1,346,922
2025-01-23,Manioc,1,150,1023
2025-01-23,Soja,1,416,734
2025-01-23,Coton,1,545,943
2025-01-23,Cacao,1,1831,794
2025-01-23,Café,1,1352,775
2025-01-24,Maïs,1,215,774
2025-01-24,Riz,1,425,923
2025-01-24,Sorgho,1,298,707
2025-01-24,Igname,1,331,913
2025-01-24,Manioc,1,169,1016
2025-01-24,Soja,1,376,782
2025-01-24,Coton,1,546,800
2025-01-24,Cacao,1,1754,927
2025-01-24,Café,1,1408,883
2025-01-25,Maïs,1,220,783
2025-01-25,Riz,1,439,968
2025-01-25,Sorgho,1,286,926
2025-01-25,Igname,1,322,1102
2025-01-25,Manioc,1,173,858
2025-01-25,Soja,1,377,852
2025-01-25,Coton,1,557,899
2025-01-25,Cacao,1,1627,890
2025-01-25,Café,1,1400,773
2025-01-26,Maïs,1,238,734
2025-01-26,Riz,1,439,901
2025-01-26,Sorgho,1,283,814
2025-01-26,Igname,1,324,862
2025-01-26,Manioc,1,181,756
2025-01-26,Soja,1,413,735
2025-01-26,Coton,1,561,969
2025-01-26,Cacao,1,1756,1029
2025-01-26,Café,1,1443,762
2025-01-27,Maïs,1,233,831
2025-01-27,Riz,1,450,993
2025-01-27,Sorgho,1,261,840
2025-01-27,Igname,1,357,915
2025-01-27,Manioc,1,171,740
2025-01-27,Soja,1,427,808
2025-01-27,Coton,1,585,711
2025-01-27,Cacao,1,1684,906
2025-01-27,Café,1,1308,976
2025-01-28,Maïs,1,225,958
2025-01-28,Riz,1,429,1060
2025-01-28,Sorgho,1,280,849
2025-01-28,Igname,1,354,751
2025-01-28,Manioc,1,161,1150
2025-01-28,Soja,1,401,827
2025-01-28,Coton,1,524,1134
2025-01-28,Cacao,1,1715,879
2025-01-28,Café,1,1487,869
2025-01-29,Maïs,1,226,843
2025-01-29,Riz,1,446,979
2025-01-29,Sorgho,1,278,906
2025-01-29,Igname,1,345,761
2025-01-29,Manioc,1,171,936
2025-01-29,Soja,1,391,963
2025-01-29,Coton,1,567,1011
2025-01-29,Cacao,1,1672,919
2025-01-29,Café,1,1330,954
2025-01-30,Maïs,1,234,844
2025-01-30,Riz,1,465,742
2025-01-30,Sorgho,1,305,801
2025-01-30,Igname,1,371,956
2025-01-30,Manioc,1,168,777
2025-01-30,Soja,1,378,852
2025-01-30,Coton,1,568,1058
2025-01-30,Cacao,1,1705,945
2025-01-30,Café,1,1298,896
2025-01-31,Maïs,1,222,1004
2025-01-31,Riz,1,425,807
2025-01-31,Sorgho,1,266,838
2025-01-31,Igname,1,346,781
2025-01-31,Manioc,1,182,703
2025-01-31,Soja,1,384,856
2025-01-31,Coton,1,597,906
2025-01-31,Cacao,1,1663,857
2025-01-31,Café,1,1355,850
2025-02-01,Maïs,2,233,945
2025-02-01,Riz,2,476,892
2025-02-01,Sorgho,2,300,902
2025-02-01,Igname,2,370,864
2025-02-01,Manioc,2,192,785
2025-02-01,Soja,2,404,960
2025-02-01,Coton,2,605,734
2025-02-01,Cacao,2,1808,876
2025-02-01,Café,2,1455,851
2025-02-02,Maïs,2,259,632
2025-02-02,Riz,2,497,778
2025-02-02,Sorgho,2,286,804
2025-02-02,Igname,2,368,486
2025-02-02,Manioc,2,184,852
2025-02-02,Soja,2,398,792
2025-02-02,Coton,2,593,808
2025-02-02,Cacao,2,1936,820
2025-02-02,Café,2,1339,978
2025-02-03,Maïs,2,243,721
2025-02-03,Riz,2,432,998
2025-02-03,Sorgho,2,311,769
2025-02-03,Igname,2,362,875
2025-02-03,Manioc,2,174,1056
2025-02-03,Soja,2,429,676
2025-02-03,Coton,2,767,589
2025-02-03,Cacao,2,1741,844
2025-02-03,Café,2,1393,957
2025-02-04,Maïs,2,244,803
2025-02-04,Riz,2,493,648
2025-02-04,Sorgho,2,291,1057
2025-02-04,Igname,2,359,901
2025-02-04,Manioc,2,179,710
2025-02-04,Soja,2,390,846
2025-02-04,Coton,2,592,820
2025-02-04,Cacao,2,1711,886
2025-02-04,Café,2,1403,867
2025-02-05,Maïs,2,237,868
2025-02-05,Riz,2,466,911
2025-02-05,Sorgho,2,281,846
2025-02-05,Igname,2,352,784
2025-02-05,Manioc,2,159,1003
2025-02-05,Soja,2,420,822
2025-02-05,Coton,2,570,922
2025-02-05,Cacao,2,1965,922
2025-02-05,Café,2,1450,1021
2025-02-06,Maïs,2,236,764
2025-02-06,Riz,2,431,1172
2025-02-06,Sorgho,2,284,840
2025-02-06,Igname,2,380,903
2025-02-06,Manioc,2,176,934
2025-02-06,Soja,2,423,942
2025-02-06,Coton,2,600,883
2025-02-06,Cacao,2,1821,947
2025-02-06,Café,2,1483,959
2025-02-07,Maïs,2,240,912
2025-02-07,Riz,2,482,862
2025-02-07,Sorgho,2,291,802
2025-02-07,Igname,2,355,779
2025-02-07,Manioc,2,179,948
2025-02-07,Soja,2,421,822
2025-02-07,Coton,2,591,1078
2025-02-07,Cacao,2,1704,725
2025-02-07,Café,2,1461,791
2025-02-08,Maïs,2,242,960
2025-02-08,Riz,2,462,924
2025-02-08,Sorgho,2,339,696
2025-02-08,Igname,2,325,1066
2025-02-08,Manioc,2,180,803
2025-02-08,Soja,2,396,933
2025-02-08,Coton,2,625,645
2025-02-08,Cacao,2,1775,785
2025-02-08,Café,2,1519,703
2025-02-09,Maïs,2,234,899
2025-02-09,Riz,2,451,1052
2025-02-09,Sorgho,2,310,833
2025-02-09,Igname,2,357,921
2025-02-09,Manioc,2,162,806
2025-02-09,Soja,2,411,826
2025-02-09,Coton,2,591,940
2025-02-09,Cacao,2,1774,807
2025-02-09,Café,2,1437,991
2025-02-10,Maïs,2,256,529
2025-02-10,Riz,2,469,827
2025-02-10,Sorgho,2,292,951
2025-02-10,Igname,2,345,741
2025-02-10,Manioc,2,174,920
2025-02-10,Soja,2,443,748
2025-02-10,Coton,2,618,892
2025-02-10,Cacao,2,1925,829
2025-02-10,Café,2,1396,649
2025-02-11,Maïs,2,226,965
2025-02-11,Riz,2,484,877
2025-02-11,Sorgho,2,315,918
2025-02-11,Igname,2,377,834
2025-02-11,Manioc,2,173,833
2025-02-11,Soja,2,409,991
2025-02-11,Coton,2,554,953
2025-02-11,Cacao,2,1896,859
2025-02-11,Café,2,1411,747
2025-02-12,Maïs,2,252,771
2025-02-12,Riz,2,496,757
2025-02-12,Sorgho,2,292,989
2025-02-12,Igname,2,346,766
2025-02-12,Manioc,2,174,903
2025-02-12,Soja,2,402,1025
2025-02-12,Coton,2,583,858
2025-02-12,Cacao,2,1751,1007
2025-02-12,Café,2,1377,851
2025-02-13,Maïs,2,233,940
2025-02-13,Riz,2,511,695
2025-02-13,Sorgho,2,276,836
2025-02-13,Igname,2,367,928
2025-02-13,Manioc,2,181,824
2025-02-13,Soja,2,432,837
2025-02-13,Coton,2,601,1032
2025-02-13,Cacao,2,1797,734
2025-02-13,Café,2,1421,922
2025-02-14,Maïs,2,239,893
2025-02-14,Riz,2,475,912
2025-02-14,Sorgho,2,252,856
2025-02-14,Igname,2,346,912
2025-02-14,Manioc,2,166,988
2025-02-14,Soja,2,412,1091
2025-02-14,Coton,2,591,778
2025-02-14,Cacao,2,1819,814
2025-02-14,Café,2,1470,820
2025-02-15,Maïs,2,254,1005
2025-02-15,Riz,2,457,789
2025-02-15,Sorgho,2,320,761
2025-02-15,Igname,2,350,874
2025-02-15,Manioc,2,172,880
2025-02-15,Soja,2,415,917
2025-02-15,Coton,2,622,818
2025-02-15,Cacao,2,1787,868
2025-02-15,Café,2,1378,870
2025-02-16,Maïs,2,228,955
2025-02-16,Riz,2,470,968
2025-02-16,Sorgho,2,277,893
2025-02-16,Igname,2,336,840
2025-02-16,Manioc,2,180,798
2025-02-16,Soja,2,425,672
2025-02-16,Coton,2,621,778
2025-02-16,Cacao,2,1890,780
2025-02-16,Café,2,1485,917
2025-02-17,Maïs,2,238,910
2025-02-17,Riz,2,515,806
2025-02-17,Sorgho,2,290,791
2025-02-17,Igname,2,339,752
2025-02-17,Manioc,2,176,890
2025-02-17,Soja,2,408,835
2025-02-17,Coton,2,585,860
2025-02-17,Cacao,2,1662,1005
2025-02-17,Café,2,1413,910
2025-02-18,Maïs,2,239,781
2025-02-18,Riz,2,457,842
2025-02-18,Sorgho,2,287,958
2025-02-18,Igname,2,351,864
2025-02-18,Manioc,2,179,700
2025-02-18,Soja,2,429,886
2025-02-18,Coton,2,583,883
2025-02-18,Cacao,2,1861,694
2025-02-18,Café,2,1272,1018
2025-02-19,Maïs,2,256,790
2025-02-19,Riz,2,456,1071
2025-02-19,Sorgho,2,296,866
2025-02-19,Igname,2,369,844
2025-02-19,Manioc,2,180,710
2025-02-19,Soja,2,381,828
2025-02-19,Coton,2,614,848
2025-02-19,Cacao,2,1808,1008
2025-02-19,Café,2,1472,731
2025-02-20,Maïs,2,234,1035
2025-02-20,Riz,2,487,800
2025-02-20,Sorgho,2,275,896
2025-02-20,Igname,2,334,794
2025-02-20,Manioc,2,166,872
2025-02-20,Soja,2,423,678
2025-02-20,Coton,2,608,928
2025-02-20,Cacao,2,1827,698
2025-02-20,Café,2,1423,661
2025-02-21,Maïs,2,234,964
2025-02-21,Riz,2,485,770
2025-02-21,Sorgho,2,265,941
2025-02-21,Igname,2,336,917
2025-02-21,Manioc,2,173,903
2025-02-21,Soja,2,432,802
2025-02-21,Coton,2,588,953
2025-02-21,Cacao,2,1910,724
2025-02-21,Café,2,1416,636
2025-02-22,Maïs,2,234,840
2025-02-22,Riz,2,471,920
2025-02-22,Sorgho,2,287,936
2025-02-22,Igname,2,340,912
2025-02-22,Manioc,2,171,925
2025-02-22,Soja,2,427,963
2025-02-22,Coton,2,611,748
2025-02-22,Cacao,2,1736,975
2025-02-22,Café,2,1350,958
2025-02-23,Maïs,2,235,632
2025-02-23,Riz,2,487,808
2025-02-23,Sorgho,2,304,904
2025-02-23,Igname,2,358,789
2025-02-23,Manioc,2,176,693
2025-02-23,Soja,2,415,777
2025-02-23,Coton,2,579,817
2025-02-23,Cacao,2,1803,734
2025-02-23,Café,2,1503,663
2025-02-24,Maïs,2,246,1028
2025-02-24,Riz,2,456,782
2025-02-24,Sorgho,2,278,730
2025-02-24,Igname,2,357,713
2025-02-24,Manioc,2,181,883
2025-02-24,Soja,2,376,832
2025-02-24,Coton,2,582,641
2025-02-24,Cacao,2,1732,621
2025-02-24,Café,2,1374,1029
2025-02-25,Maïs,2,230,944
2025-02-25,Riz,2,464,831
2025-02-25,Sorgho,2,319,749
2025-02-25,Igname,2,346,878
2025-02-25,Manioc,2,169,953
2025-02-25,Soja,2,381,983
2025-02-25,Coton,2,600,812
2025-02-25,Cacao,2,1744,764
2025-02-25,Café,2,1390,685
2025-02-26,Maïs,2,233,826
2025-02-26,Riz,2,466,818
2025-02-26,Sorgho,2,305,740
2025-02-26,Igname,2,341,1031
2025-02-26,Manioc,2,178,893
2025-02-26,Soja,2,443,820
2025-02-26,Coton,2,609,740
2025-02-26,Cacao,2,1823,776
2025-02-26,Café,2,1345,1004
2025-02-27,Maïs,2,233,851
2025-02-27,Riz,2,467,823
2025-02-27,Sorgho,2,307,776
2025-02-27,Igname,2,353,900
2025-02-27,Manioc,2,180,943
2025-02-27,Soja,2,419,889
2025-02-27,Coton,2,625,942
2025-02-27,Cacao,2,1945,876
2025-02-27,Café,2,1386,1092
2025-02-28,Maïs,2,236,827
2025-02-28,Riz,2,443,813
2025-02-28,Sorgho,2,289,1033
2025-02-28,Igname,2,363,1018
2025-02-28,Manioc,2,168,930
2025-02-28,Soja,2,414,851
2025-02-28,Coton,2,614,794
2025-02-28,Cacao,2,1858,942
2025-02-28,Café,2,1380,861
2025-03-01,Maïs,3,237,909
2025-03-01,Riz,3,486,675
2025-03-01,Sorgho,3,305,605
2025-03-01,Igname,3,359,769
2025-03-01,Manioc,3,184,739
2025-03-01,Soja,3,508,760
2025-03-01,Coton,3,643,741
2025-03-01,Cacao,3,1980,693
2025-03-01,Café,3,1320,844
2025-03-02,Maïs,3,240,922
2025-03-02,Riz,3,476,751
2025-03-02,Sorgho,3,319,827
2025-03-02,Igname,3,365,764
2025-03-02,Manioc,3,191,702
2025-03-02,Soja,3,394,995
2025-03-02,Coton,3,618,953
2025-03-02,Cacao,3,1907,827
2025-03-02,Café,3,1391,902
2025-03-03,Maïs,3,234,796
2025-03-03,Riz,3,480,813
2025-03-03,Sorgho,3,290,865
2025-03-03,Igname,3,354,1023
2025-03-03,Manioc,3,183,859
2025-03-03,Soja,3,420,874
2025-03-03,Coton,3,632,856
2025-03-03,Cacao,3,1865,849
2025-03-03,Café,3,1479,750
2025-03-04,Maïs,3,246,963
2025-03-04,Riz,3,531,872
2025-03-04,Sorgho,3,290,814
2025-03-04,Igname,3,364,948
2025-03-04,Manioc,3,188,830
2025-03-04,Soja,3,393,1029
2025-03-04,Coton,3,613,818
2025-03-04,Cacao,3,1918,758
2025-03-04,Café,3,1394,968
2025-03-05,Maïs,3,226,991
2025-03-05,Riz,3,496,883
2025-03-05,Sorgho,3,314,820
2025-03-05,Igname,3,366,906
2025-03-05,Manioc,3,182,867
2025-03-05,Soja,3,453,561
2025-03-05,Coton,3,591,819
2025-03-05,Cacao,3,1777,758
2025-03-05,Café,3,1413,834
2025-03-06,Maïs,3,253,786
2025-03-06,Riz,3,496,718
2025-03-06,Sorgho,3,305,984
2025-03-06,Igname,3,380,883
2025-03-06,Manioc,3,226,667
2025-03-06,Soja,3,438,606
2025-03-06,Coton,3,601,1081
2025-03-06,Cacao,3,1746,871
2025-03-06,Café,3,1481,1005
2025-03-07,Maïs,3,255,817
2025-03-07,Riz,3,486,731
2025-03-07,Sorgho,3,285,755
2025-03-07,Igname,3,354,916
2025-03-07,Manioc,3,180,919
2025-03-07,Soja,3,408,729
2025-03-07,Coton,3,598,723
2025-03-07,Cacao,3,1838,779
2025-03-07,Café,3,1502,858
2025-03-08,Maïs,3,238,947
2025-03-08,Riz,3,463,658
2025-03-08,Sorgho,3,312,670
2025-03-08,Igname,3,345,824
2025-03-08,Manioc,3,196,876
2025-03-08,Soja,3,436,847
2025-03-08,Coton,3,598,878
2025-03-08,Cacao,3,1769,767
2025-03-08,Café,3,1464,845
2025-03-09,Maïs,3,223,1061
2025-03-09,Riz,3,497,948
2025-03-09,Sorgho,3,283,752
2025-03-09,Igname,3,352,925
2025-03-09,Manioc,3,177,704
2025-03-09,Soja,3,434,938
2025-03-09,Coton,3,603,894
2025-03-09,Cacao,3,1844,816
2025-03-09,Café,3,1453,684
2025-03-10,Maïs,3,243,828
2025-03-10,Riz,3,497,802
2025-03-10,Sorgho,3,301,753
2025-03-10,Igname,3,357,637
2025-03-10,Manioc,3,178,892
2025-03-10,Soja,3,429,749
2025-03-10,Coton,3,576,765
2025-03-10,Cacao,3,1741,705
2025-03-10,Café,3,1487,765
2025-03-11,Maïs,3,242,845
2025-03-11,Riz,3,500,834
2025-03-11,Sorgho,3,291,748
2025-03-11,Igname,3,381,928
2025-03-11,Manioc,3,179,833
2025-03-11,Soja,3,462,630
2025-03-11,Coton,3,558,774
2025-03-11,Cacao,3,1863,907
2025-03-11,Café,3,1413,782
2025-03-12,Maïs,3,239,765
2025-03-12,Riz,3,476,720
2025-03-12,Sorgho,3,324,884
2025-03-12,Igname,3,367,695
2025-03-12,Manioc,3,169,973
2025-03-12,Soja,3,425,712
2025-03-12,Coton,3,632,767
2025-03-12,Cacao,3,1701,950
2025-03-12,Café,3,1378,913
2025-03-13,Maïs,3,245,788
2025-03-13,Riz,3,513,812
2025-03-13,Sorgho,3,308,979
2025-03-13,Igname,3,373,846
2025-03-13,Manioc,3,180,872
2025-03-13,Soja,3,379,1059
2025-03-13,Coton,3,614,828
2025-03-13,Cacao,3,1752,712
2025-03-13,Café,3,1371,827
2025-03-14,Maïs,3,246,690
2025-03-14,Riz,3,517,840
2025-03-14,Sorgho,3,310,830
2025-03-14,Igname,3,342,957
2025-03-14,Manioc,3,191,933
2025-03-14,Soja,3,437,748
2025-03-14,Coton,3,609,858
2025-03-14,Cacao,3,1816,797
2025-03-14,Café,3,1415,796
2025-03-15,Maïs,3,258,910
2025-03-15,Riz,3,491,738
2025-03-15,Sorgho,3,318,580
2025-03-15,Igname,3,355,1011
2025-03-15,Manioc,3,178,878
2025-03-15,Soja,3,428,973
2025-03-15,Coton,3,624,738
2025-03-15,Cacao,3,1743,931
2025-03-15,Café,3,1466,905
2025-03-16,Maïs,3,250,660
2025-03-16,Riz,3,484,701
2025-03-16,Sorgho,3,310,974
2025-03-16,Igname,3,396,779
2025-03-16,Manioc,3,176,912
2025-03-16,Soja,3,410,869
2025-03-16,Coton,3,595,834
2025-03-16,Cacao,3,1870,736
2025-03-16,Café,3,1387,789
2025-03-17,Maïs,3,222,760
2025-03-17,Riz,3,469,985
2025-03-17,Sorgho,3,316,665
2025-03-17,Igname,3,334,1020
2025-03-17,Manioc,3,188,741
2025-03-17,Soja,3,410,976
2025-03-17,Coton,3,572,911
2025-03-17,Cacao,3,1911,638
2025-03-17,Café,3,1347,912
2025-03-18,Maïs,3,234,812
2025-03-18,Riz,3,475,805
2025-03-18,Sorgho,3,286,714
2025-03-18,Igname,3,377,823
2025-03-18,Manioc,3,186,774
2025-03-18,Soja,3,441,672
2025-03-18,Coton,3,630,1057
2025-03-18,Cacao,3,1759,1120
2025-03-18,Café,3,1456,771
2025-03-19,Maïs,3,264,673
2025-03-19,Riz,3,465,790
2025-03-19,Sorgho,3,284,1008
2025-03-19,Igname,3,362,690
2025-03-19,Manioc,3,179,717
2025-03-19,Soja,3,421,906
2025-03-19,Coton,3,622,909
2025-03-19,Cacao,3,1796,737
2025-03-19,Café,3,1487,803
2025-03-20,Maïs,3,218,794
2025-03-20,Riz,3,506,823
2025-03-20,Sorgho,3,294,836
2025-03-20,Igname,3,351,835
2025-03-20,Manioc,3,171,755
2025-03-20,Soja,3,404,918
2025-03-20,Coton,3,611,920
2025-03-20,Cacao,3,1688,931
2025-03-20,Café,3,1490,798
2025-03-21,Maïs,3,222,844
2025-03-21,Riz,3,501,776
2025-03-21,Sorgho,3,292,849
2025-03-21,Igname,3,378,835
2025-03-21,Manioc,3,188,850
2025-03-21,Soja,3,421,870
2025-03-21,Coton,3,610,717
2025-03-21,Cacao,3,1747,893
2025-03-21,Café,3,1485,754
2025-03-22,Maïs,3,240,853
2025-03-22,Riz,3,474,998
2025-03-22,Sorgho,3,281,850
2025-03-22,Igname,3,383,831
2025-03-22,Manioc,3,187,808
2025-03-22,Soja,3,438,627
2025-03-22,Coton,3,611,743
2025-03-22,Cacao,3,1809,720
2025-03-22,Café,3,1441,791
2025-03-23,Maïs,3,237,620
2025-03-23,Riz,3,488,665
2025-03-23,Sorgho,3,276,797
2025-03-23,Igname,3,363,736
2025-03-23,Manioc,3,173,731
2025-03-23,Soja,3,399,903
2025-03-23,Coton,3,564,863
2025-03-23,Cacao,3,1893,795
2025-03-23,Café,3,1407,805
2025-03-24,Maïs,3,250,733
2025-03-24,Riz,3,435,729
2025-03-24,Sorgho,3,302,877
2025-03-24,Igname,3,371,936
2025-03-24,Manioc,3,177,835
2025-03-24,Soja,3,406,758
2025-03-24,Coton,3,581,786
2025-03-24,Cacao,3,1624,978
2025-03-24,Café,3,1502,989
2025-03-25,Maïs,3,233,667
2025-03-25,Riz,3,482,799
2025-03-25,Sorgho,3,289,782
2025-03-25,Igname,3,350,619
2025-03-25,Manioc,3,185,714
2025-03-25,Soja,3,412,707
2025-03-25,Coton,3,634,719
2025-03-25,Cacao,3,1892,1019
2025-03-25,Café,3,1472,678
2025-03-26,Maïs,3,233,976
2025-03-26,Riz,3,529,887
2025-03-26,Sorgho,3,301,830
2025-03-26,Igname,3,351,900
2025-03-26,Manioc,3,191,804
2025-03-26,Soja,3,437,738
2025-03-26,Coton,3,602,789
